-0.78974 0.53881 0.00000
0.80095 -0.31030 0.00000
-0.15755 -0.95520 0.00000
-0.72830 -0.58421 0.00000
0.57819 0.62392 0.00000
0.43233 0.82166 0.00000
0.95146 0.22646 0.00000
0.70537 -0.67824 0.00000
-0.89326 -0.55678 0.00000
-0.24503 -1.05949 0.00000
0.99747 0.07759 0.00000
0.86788 -0.29386 0.00000
0.53092 -0.87508 0.00000
0.29051 1.06765 0.00000
0.52368 0.81108 0.00000
0.51171 0.96413 0.00000
-0.47202 0.88946 0.00000
-1.08171 -0.23421 0.00000
-0.85846 0.40399 0.00000
-0.20478 0.86311 0.00000
-0.71154 -0.70172 0.00000
1.02514 0.64869 0.00000
-0.20463 1.16162 0.00000
-0.55415 0.74795 0.00000
-0.86675 0.20256 0.00000
0.28436 -0.95428 0.00000
0.27944 0.93919 0.00000
-0.92011 -0.11142 0.00000
-0.91338 -0.48716 0.00000
0.93403 0.36348 0.00000
-0.82879 -0.67851 0.00000
0.48705 0.82031 0.00000
1.14909 0.36994 0.00000
0.76214 -0.54586 0.00000
1.04540 -0.36579 0.00000
0.19747 -0.79675 0.00000
-0.38365 1.10620 0.00000
0.92642 0.55099 0.00000
-0.39514 -0.85817 0.00000
-1.03790 0.39836 0.00000
0.64861 1.00171 0.00000
-0.93158 0.14226 0.00000
0.90371 0.20160 0.00000
0.86368 -0.63498 0.00000
-0.05058 0.83783 0.00000
-0.58754 -0.83237 0.00000
-0.16370 0.85013 0.00000
-0.92867 -0.26798 0.00000
-1.15975 -0.35395 0.00000
0.41663 0.80924 0.00000
0.91562 -0.02123 0.00000
0.24250 -0.89939 0.00000
0.84936 -0.37185 0.00000
0.77802 -0.46577 0.00000
-0.76620 -0.56932 0.00000
0.96849 -0.55753 0.00000
0.72934 0.68012 0.00000
0.29947 0.99685 0.00000
0.91240 0.17664 0.00000
-0.52117 0.87103 0.00000
-0.58864 0.55624 0.00000
-0.09324 0.85274 0.00000
0.34870 -0.78748 0.00000
-0.52979 0.97430 0.00000
0.01907 0.84131 0.00000
-0.86099 -0.20876 0.00000
0.48100 0.70914 0.00000
0.27369 -0.99541 0.00000
1.01898 0.39223 0.00000
0.92584 -0.16870 0.00000
0.18370 -0.98540 0.00000
0.39414 0.86544 0.00000
0.90671 0.06174 0.00000
0.39385 -0.92162 0.00000
-0.59189 -0.98738 0.00000
-0.23396 -1.08207 0.00000
0.10799 -1.04876 0.00000
0.76894 0.52417 0.00000
-0.46673 0.82671 0.00000
0.60347 0.56764 0.00000
0.60832 -0.74800 0.00000
-0.70155 -0.62437 0.00000
-0.34256 0.70663 0.00000
0.77773 0.44315 0.00000
-0.25754 0.86122 0.00000
-0.45399 0.94754 0.00000
-0.22594 -1.06813 0.00000
-0.60296 -0.94113 0.00000
0.77914 -0.81357 0.00000
-1.04482 0.17850 0.00000
0.73769 0.70866 0.00000
-0.26742 -1.06388 0.00000
0.07906 -0.93385 0.00000
-0.86058 -0.54173 0.00000
0.28996 -0.99794 0.00000
-1.12302 -0.08213 0.00000
-0.77651 -0.20753 0.00000
-1.09335 0.44445 0.00000
0.97209 0.07299 0.00000
0.83772 0.58870 0.00000
1.00866 0.29682 0.00000
-0.71691 -0.81363 0.00000
-0.41424 1.00292 0.00000
-1.04785 -0.16680 0.00000
0.77710 -0.49569 0.00000
0.08941 1.14415 0.00000
-0.80991 0.28663 0.00000
-0.03442 -1.07908 0.00000
0.22278 1.04885 0.00000
0.91602 0.44473 0.00000
-0.16589 1.00608 0.00000
0.59229 0.78802 0.00000
0.82112 -0.41884 0.00000
0.30110 -0.94963 0.00000
-0.59407 -0.62666 0.00000
0.75225 -0.69721 0.00000
0.32879 -0.90991 0.00000
0.39981 0.88044 0.00000
0.90843 -0.67371 0.00000
-1.02876 -0.28794 0.00000
0.40783 -0.89613 0.00000
0.77412 -0.64957 0.00000
-0.43616 0.93907 0.00000
0.88018 0.84522 0.00000
0.22074 1.07752 0.00000
-0.81559 0.40955 0.00000
0.54501 -0.78995 0.00000
0.64305 -0.80839 0.00000
1.06724 -0.16014 0.00000
-1.02875 -0.16828 0.00000
-0.83594 0.30887 0.00000
0.16134 0.94953 0.00000
0.73925 0.68577 0.00000
-0.46360 1.01991 0.00000
0.85453 -0.31837 0.00000
-0.23466 0.87417 0.00000
-1.09364 -0.03485 0.00000
-0.41234 -1.17786 0.00000
-0.53902 0.77934 0.00000
1.06349 -0.09928 0.00000
1.03470 -0.38163 0.00000
0.05164 1.11431 0.00000
-1.00108 0.05114 0.00000
-0.40399 0.90781 0.00000
-0.20958 1.03941 0.00000
0.90555 0.45677 0.00000
-0.67474 -0.61713 0.00000
-1.01456 0.00799 0.00000
0.86559 0.27190 0.00000
-0.21116 0.89886 0.00000
0.87973 -0.46196 0.00000
0.00917 0.91224 0.00000
0.53121 0.79691 0.00000
-0.97344 0.01846 0.00000
1.02043 -0.04214 0.00000
-0.00080 1.03212 0.00000
-0.51706 -0.77894 0.00000
0.09615 -1.04834 0.00000
-0.06721 0.97000 0.00000
-0.27719 -1.08852 0.00000
-0.74617 0.69400 0.00000
-0.69526 -0.70108 0.00000
-0.63712 -0.66827 0.00000
-0.82731 -0.31511 0.00000
0.92912 0.62432 0.00000
0.49468 -0.72421 0.00000
-0.43211 0.94407 0.00000
0.28812 1.10918 0.00000
0.96551 0.17603 0.00000
-0.87017 -0.66502 0.00000
-0.40730 -1.07608 0.00000
0.91185 0.25364 0.00000
-0.94518 -0.01047 0.00000
0.30042 0.98356 0.00000
-0.62292 -0.76282 0.00000
0.49771 0.77664 0.00000
-0.29363 -0.68735 0.00000
-0.79740 0.66602 0.00000
0.94443 -0.37621 0.00000
0.65061 0.83307 0.00000
-0.53170 0.88882 0.00000
0.67912 0.67648 0.00000
0.89258 -0.53475 0.00000
0.76722 -0.64949 0.00000
0.09524 1.18696 0.00000
-0.43998 -0.70973 0.00000
0.62524 -0.75280 0.00000
-1.01719 -0.39105 0.00000
-0.89546 -0.28418 0.00000
0.06951 0.98611 0.00000
1.05270 0.55776 0.00000
0.71778 -0.49243 0.00000
0.72659 -0.75490 0.00000
-0.73015 -0.58921 0.00000
-0.74306 0.83178 0.00000
-0.63634 0.76924 0.00000
-0.22641 -1.08982 0.00000
0.81325 -0.76786 0.00000
0.79289 -0.56910 0.00000
0.37423 -0.97510 0.00000
-0.53249 -0.90758 0.00000
0.80579 0.37487 0.00000
0.43732 0.81619 0.00000
0.85284 -0.42821 0.00000
-0.91664 -0.64594 0.00000
1.18148 -0.09256 0.00000
0.92149 0.57067 0.00000
-0.56404 -0.88318 0.00000
0.82818 -0.23789 0.00000
0.66692 0.84161 0.00000
-0.96494 -0.32453 0.00000
-0.23325 -0.86447 0.00000
-0.73721 -0.63130 0.00000
0.10103 1.09962 0.00000
-0.23488 -0.99879 0.00000
0.08473 0.88614 0.00000
-0.50123 1.14720 0.00000
0.04024 -0.99384 0.00000
-0.69641 -0.80627 0.00000
0.56959 -0.81429 0.00000
-0.53640 -0.81639 0.00000
-0.85786 -0.43058 0.00000
0.90289 0.49781 0.00000
-0.78648 0.68403 0.00000
-0.24879 0.99217 0.00000
0.16552 0.94494 0.00000
1.01889 -0.24005 0.00000
-0.85762 0.63295 0.00000
0.93376 -0.65296 0.00000
-0.66775 -0.58345 0.00000
0.39578 -1.22572 0.00000
-0.99311 0.09258 0.00000
-0.67944 -0.34001 0.00000
-0.82336 -0.16034 0.00000
0.31240 0.90713 0.00000
-0.07507 -1.02220 0.00000
-0.12761 0.84062 0.00000
1.12521 0.07441 0.00000
-0.70705 -0.90303 0.00000
0.51074 1.07218 0.00000
1.03668 -0.27188 0.00000
0.78252 -0.15829 0.00000
0.74198 -0.43761 0.00000
-0.88920 0.61538 0.00000
0.96835 0.04451 0.00000
0.97203 -0.38638 0.00000
-0.74967 0.31386 0.00000
0.98554 -0.13668 0.00000
1.13685 -0.25063 0.00000
0.46497 -0.83524 0.00000
-0.56906 -2.79320 1.00000
1.95349 -2.31704 1.00000
1.51708 -2.65134 1.00000
-2.21080 1.90244 1.00000
-1.41839 -2.49239 1.00000
0.80133 2.75804 1.00000
-0.74432 2.95017 1.00000
2.49668 -1.74864 1.00000
3.07204 0.21505 1.00000
2.62806 1.67294 1.00000
0.89126 2.88058 1.00000
3.07534 0.51036 1.00000
1.39102 2.70858 1.00000
-2.53595 -1.49368 1.00000
-2.65846 1.31205 1.00000
2.35798 -2.01721 1.00000
1.35422 -2.57520 1.00000
-1.71799 2.42977 1.00000
-0.14066 2.89560 1.00000
-2.22227 1.84253 1.00000
-2.52713 -1.67607 1.00000
-0.21192 2.84839 1.00000
-2.11352 -1.94574 1.00000
-2.52238 1.71781 1.00000
-2.97699 -1.03249 1.00000
-2.68700 1.39717 1.00000
-0.76275 2.98185 1.00000
3.06035 -0.98722 1.00000
0.22537 -3.23899 1.00000
1.93254 2.54199 1.00000
2.05743 -2.34553 1.00000
-2.83290 0.07213 1.00000
2.35575 -1.74313 1.00000
0.95236 -2.61004 1.00000
-2.61405 1.49681 1.00000
2.98881 0.47852 1.00000
-0.39590 3.03884 1.00000
-2.87853 -0.69052 1.00000
-1.89800 -2.15537 1.00000
-0.25127 3.02444 1.00000
1.93491 2.31420 1.00000
1.45598 -2.58915 1.00000
3.10511 -0.36894 1.00000
-3.11332 -0.51022 1.00000
1.36155 2.47473 1.00000
-0.38139 2.96075 1.00000
3.13655 0.24703 1.00000
2.56890 -1.64884 1.00000
2.16019 2.04052 1.00000
-2.47181 -1.24818 1.00000
-0.59651 3.05763 1.00000
-3.04773 -1.15867 1.00000
-1.69762 -2.54165 1.00000
1.39079 -2.53718 1.00000
0.70909 2.78999 1.00000
3.06368 0.18464 1.00000
1.98152 2.32869 1.00000
2.37085 -1.85991 1.00000
1.97844 -2.12552 1.00000
-2.36814 -1.85708 1.00000
-2.35629 -1.83137 1.00000
-1.53645 -2.55060 1.00000
1.54040 2.51689 1.00000
2.46956 -1.49261 1.00000
-2.77023 1.46356 1.00000
-2.29617 2.06537 1.00000
-2.98339 -0.33336 1.00000
2.89466 1.00891 1.00000
1.48213 2.60698 1.00000
-0.19014 -3.03446 1.00000
2.47795 1.50349 1.00000
-2.24728 -1.75675 1.00000
0.07944 3.00361 1.00000
-2.19132 1.92654 1.00000
-0.68792 2.84158 1.00000
-1.80305 2.29638 1.00000
-0.52282 -3.08370 1.00000
-0.83053 3.04443 1.00000
-2.67837 -1.34008 1.00000
-2.83318 0.38045 1.00000
-1.52898 -2.64123 1.00000
2.83768 -1.07022 1.00000
-0.33683 -3.01153 1.00000
0.79954 3.05228 1.00000
2.87496 0.51669 1.00000
-0.05085 3.01900 1.00000
-2.48443 -1.77100 1.00000
2.70167 1.16709 1.00000
-2.98641 -0.05027 1.00000
-2.52966 -1.68388 1.00000
-1.43078 2.65283 1.00000
0.32779 -2.93276 1.00000
2.30726 1.84390 1.00000
2.48289 1.35130 1.00000
-0.45508 -2.96749 1.00000
-3.24118 0.07028 1.00000
-1.29071 -2.68172 1.00000
-2.67593 1.41548 1.00000
0.14639 2.94348 1.00000
1.30455 -2.85862 1.00000
0.81988 -2.86538 1.00000
-1.02637 -2.56273 1.00000
-0.41644 2.89064 1.00000
-2.64649 -1.44724 1.00000
-1.77604 2.46757 1.00000
2.60462 1.57722 1.00000
2.58206 -1.43253 1.00000
1.96078 2.43570 1.00000
2.87539 -0.96071 1.00000
-3.03318 0.97800 1.00000
1.16443 2.69609 1.00000
-2.96483 -0.88220 1.00000
1.99360 -2.21345 1.00000
-0.36247 -3.10370 1.00000
1.22362 -2.80913 1.00000
-1.56271 -2.59762 1.00000
-1.12148 -2.78146 1.00000
1.80833 -2.59152 1.00000
0.14619 3.03308 1.00000
-2.90092 0.28254 1.00000
0.54570 2.75167 1.00000
2.92631 -0.19481 1.00000
2.88641 -0.91011 1.00000
2.94777 0.61464 1.00000
-0.73704 -2.71663 1.00000
2.73866 -1.31590 1.00000
1.37247 2.64858 1.00000
-2.78427 -1.24776 1.00000
2.71864 -1.46336 1.00000
2.95178 0.64263 1.00000
-0.76565 -2.78389 1.00000
-0.94832 2.77615 1.00000
2.84143 -1.35517 1.00000
2.97033 -0.68391 1.00000
2.75279 -1.04033 1.00000
-3.00910 0.39354 1.00000
1.90975 -2.36036 1.00000
1.72164 -2.36240 1.00000
-1.20969 2.83079 1.00000
1.36994 -2.57779 1.00000
2.91683 0.58208 1.00000
-2.25348 -1.73763 1.00000
0.54859 3.09767 1.00000
2.22321 2.07559 1.00000
2.65990 1.62661 1.00000
-0.98132 -2.79145 1.00000
-1.54414 2.55345 1.00000
-0.57592 -2.99329 1.00000
2.72485 1.21096 1.00000
-1.36332 2.73584 1.00000
-2.86820 -0.66597 1.00000
0.82398 -2.80666 1.00000
-1.30434 2.64581 1.00000
